Student_ID,Age,Gender,High_School_GPA,SAT_Score,University_Ranking,University_GPA,Field_of_Study,Starting_Salary,Current_Job_Level,Entrepreneurship,
S01405,21,Male,2.69,1075,44,2.49,Arts,58900,Senior,No,
S01406,27,Male,2.35,1563,865,3.63,Engineering,50100,Mid,No,
S01407,27,Female,2.01,1593,83,2.21,Business,89300,Entry,No,
S01408,19,Male,2.9,1274,892,2.44,Mathematics,60300,Senior,No,
S01409,24,Female,2.7,1397,636,3.01,Business,56100,Entry,No,
S01410,22,Female,3.11,984,539,3.66,Arts,45500,Entry,No,
S01411,28,Male,2.38,1282,816,2.29,Arts,42400,Mid,No,
S01412,23,Male,3.72,1532,862,3.1,Business,65200,Entry,No,
S01413,19,Male,2.52,1540,519,3.42,Arts,26200,Mid,Yes,
S01414,22,Female,2.45,1362,411,3.72,Arts,66900,Entry,No,
S01415,27,Female,2.96,1350,341,3.87,Engineering,67400,Entry,No,
S01416,21,Male,3,1417,711,3.57,Computer Science,48200,Entry,No,
S01417,26,Female,2.43,1594,624,3.31,Law,67300,Mid,Yes,
S01418,23,Other,2.54,1449,89,2.87,Medicine,45700,Entry,No,
S01419,19,Male,2.34,1015,640,2.22,Business,48600,Entry,No,
S01420,18,Female,3.44,1513,230,3.42,Medicine,57600,Entry,Yes,
S01421,22,Male,3.54,907,18,3.99,Business,44400,Entry,Yes,
S01422,26,Male,2.92,1117,801,3.47,Business,60700,Mid,No,
S01423,23,Male,3.43,1489,673,2.03,Computer Science,43000,Entry,No,
S01424,27,Male,3.47,1303,864,2.99,Mathematics,54100,Entry,No,
S01425,29,Male,2.28,1466,890,3.23,Mathematics,89600,Mid,No,
S01426,24,Male,3.93,1203,281,3.38,Business,57200,Entry,No,
S01427,22,Female,3.64,1366,910,3.44,Business,66300,Senior,No,
S01428,27,Female,2.41,987,422,3.12,Computer Science,63700,Mid,No,
S01429,23,Female,2.37,909,678,2.45,Arts,25000,Entry,No,
S01430,22,Male,2.25,1207,772,3.88,Mathematics,48600,Entry,No,
S01431,28,Male,2.28,1333,876,3.39,Law,70600,Senior,No,
S01432,26,Male,3.5,1063,702,2.47,Medicine,32200,Mid,No,
S01433,23,Female,2.94,1138,338,2.64,Business,47400,Mid,No,
S01434,28,Female,3.57,1216,266,3.84,Computer Science,82000,Mid,No,
S01435,25,Male,3.49,1555,803,3.77,Business,33100,Entry,Yes,
S01436,19,Male,3.21,1234,355,2.81,Mathematics,67300,Entry,No,
S01437,29,Female,3.37,917,360,2.08,Computer Science,37100,Entry,No,
S01438,26,Male,2.04,970,791,2.1,Medicine,58500,Mid,No,
S01439,22,Male,2.62,1074,217,2.57,Engineering,61000,Senior,No,
S01440,24,Female,3.28,1238,321,3.26,Mathematics,62100,Entry,Yes,
S01441,27,Female,2.02,1147,850,3.17,Arts,35900,Mid,No,
S01442,18,Male,2.07,1092,719,3.27,Engineering,67600,Executive,No,
S01443,27,Male,3.7,1318,665,3.43,Computer Science,39400,Entry,No,
S01444,22,Other,3.37,1224,992,2.04,Business,26500,Entry,Yes,
S01445,29,Male,2.53,1205,693,2.21,Arts,35300,Entry,No,
S01446,27,Male,3.38,1103,212,2.72,Mathematics,37500,Entry,No,
S01447,19,Male,3.58,1022,785,2.31,Medicine,61400,Mid,No,
S01448,29,Male,2.61,1469,953,2.15,Mathematics,65300,Entry,No,
S01449,23,Male,2.07,1346,203,3.28,Law,52200,Entry,No,
S01450,28,Female,3.87,1390,717,3.63,Arts,35600,Mid,No,
S01451,18,Male,2.69,1332,985,3.51,Business,42100,Mid,No,
S01452,20,Male,2.21,1523,916,3.63,Engineering,48700,Senior,No,
S01453,22,Female,2.98,1027,896,3.33,Computer Science,31500,Senior,No,
S01454,21,Female,3.54,1447,153,3.47,Engineering,33400,Senior,No,
S01455,20,Female,2.44,946,682,2.54,Mathematics,49900,Entry,No,
S01456,27,Female,2.54,1404,429,3.99,Arts,46900,Entry,No,
S01457,22,Male,2.49,1014,753,2.37,Law,33500,Entry,No,
S01458,28,Female,3.98,1315,287,2.43,Business,69500,Entry,No,
S01459,25,Male,2.39,1122,757,2.58,Computer Science,39500,Entry,No,
S01460,28,Other,3.15,1535,321,3.95,Business,32200,Mid,No,
S01461,21,Female,3.85,1402,436,3.98,Business,69300,Mid,No,
S01462,18,Other,2.29,1571,592,3.59,Law,54600,Entry,Yes,
S01463,28,Female,3.94,995,496,3.26,Arts,45700,Mid,Yes,
S01464,24,Male,3.89,1006,604,3.04,Engineering,39500,Entry,No,
S01465,25,Female,3.77,1531,149,3.94,Business,44500,Entry,Yes,
S01466,20,Other,2.43,1512,542,3.39,Mathematics,39000,Entry,No,
S01467,23,Female,3.27,1514,635,3.89,Mathematics,42200,Executive,No,
S01468,19,Male,3.52,1577,899,2.63,Business,52600,Senior,No,
S01469,24,Female,3.97,1597,482,2.67,Business,36400,Entry,No,
S01470,25,Male,2.36,931,326,3.71,Computer Science,25000,Senior,No,
S01471,23,Male,3.53,1392,939,2.3,Business,75400,Entry,No,
S01472,23,Male,2.68,965,29,3.89,Mathematics,31800,Mid,Yes,
S01473,22,Male,2.35,1078,259,3.01,Business,25900,Mid,No,
S01474,25,Female,2.84,1342,698,3.85,Arts,68200,Mid,No,
S01475,18,Male,3.59,1448,929,2.67,Mathematics,43000,Entry,No,
S01476,27,Female,2.93,1100,75,3.43,Business,55100,Entry,No,
S01477,21,Male,3.08,948,557,2.97,Law,62600,Entry,Yes,
S01478,21,Male,3.99,1579,581,3.25,Law,63900,Mid,No,
S01479,20,Male,2.8,1162,498,3.01,Mathematics,57700,Mid,No,
S01480,20,Male,3.23,1032,416,3.93,Business,39900,Mid,No,
S01481,21,Male,2.73,1243,879,3.38,Law,30600,Entry,No,
S01482,28,Male,2.79,1075,722,2.5,Arts,77000,Executive,Yes,
S01483,18,Female,3.39,1290,751,3.82,Computer Science,52000,Executive,Yes,
S01484,28,Male,3.88,910,340,2.59,Law,57000,Entry,No,
S01485,28,Male,3.08,1100,308,2.74,Mathematics,42700,Entry,Yes,
S01486,19,Male,3.54,902,704,2.2,Law,54900,Mid,No,
S01487,26,Female,2.18,1113,884,3.8,Engineering,43700,Entry,No,
S01488,27,Female,2.42,1206,615,2.57,Arts,45700,Entry,No,
S01489,19,Female,3,1443,241,2.52,Law,29800,Entry,No,
S01490,22,Male,2.04,1459,253,3.84,Computer Science,56700,Mid,No,
S01491,26,Male,2.51,1226,936,3.61,Engineering,25000,Entry,No,
S01492,26,Female,3.03,1098,220,2.28,Mathematics,66900,Entry,No,
S01493,25,Male,2.03,1500,397,3.54,Mathematics,78700,Mid,No,
S01494,18,Male,2.53,1008,986,3.83,Business,43300,Executive,No,
S01495,18,Male,3.03,1190,336,2.16,Arts,63300,Mid,No,
S01496,26,Male,3.15,1007,729,3.65,Law,44200,Entry,Yes,
S01497,28,Male,3.85,1307,714,3.09,Business,49900,Entry,No,
S01498,25,Female,3.29,1451,29,3.34,Arts,41700,Entry,No,
S01499,27,Male,2.83,951,494,2.99,Mathematics,43600,Mid,No,
S01500,26,Female,3.86,1011,959,3.4,Engineering,43600,Entry,No,
S01501,24,Male,3.57,1194,998,2.07,Law,25000,Mid,No,
S01502,20,Male,2.4,1479,724,3.53,Mathematics,54900,Senior,Yes,
S01503,20,Female,2.26,1088,502,2.07,Computer Science,25000,Entry,Yes,
S01504,19,Male,3.35,964,154,2.91,Arts,44100,Mid,No,
S01505,22,Female,3.12,1473,992,2.3,Mathematics,25000,Mid,No,
S01506,29,Female,3.58,1364,231,3.65,Mathematics,44400,Senior,No,
S01507,29,Male,3.48,1157,102,2.63,Computer Science,53900,Executive,Yes,
S01508,20,Female,3.25,1545,827,2.91,Business,70400,Entry,No,
S01509,23,Male,3.97,1533,177,2.86,Mathematics,49300,Entry,Yes,
S01510,19,Female,3.07,1230,693,3.55,Business,45500,Entry,No,
S01511,29,Male,2.23,1400,984,2.96,Engineering,33200,Entry,No,
S01512,20,Female,3.66,1582,927,3.58,Engineering,36900,Entry,No,
S01513,22,Male,2.5,1109,232,2.15,Medicine,67600,Senior,Yes,
S01514,29,Female,3.55,988,12,2.38,Medicine,56900,Entry,Yes,
S01515,28,Female,3.91,1578,186,3.1,Engineering,36400,Entry,No,
S01516,28,Female,3.39,927,761,3.89,Law,25000,Mid,No,
S01517,18,Female,3.19,1137,932,2.15,Business,74600,Mid,No,
S01518,18,Female,2.92,1235,266,2.09,Computer Science,31400,Mid,No,
S01519,27,Female,2.73,962,902,2.31,Mathematics,49800,Entry,No,
S01520,26,Male,2.71,1452,135,3.28,Mathematics,36900,Entry,No,
S01521,24,Male,3.27,1399,757,2.8,Engineering,33500,Entry,No,
S01522,18,Male,3.5,1440,31,3.65,Law,52800,Executive,No,
S01523,29,Male,3.36,1368,859,2.14,Computer Science,62800,Executive,No,
S01524,25,Male,2.4,1491,456,2.39,Medicine,59900,Entry,No,
S01525,20,Female,2.99,950,259,2.6,Computer Science,59000,Mid,No,
S01526,25,Male,3.58,1011,104,3.25,Engineering,34600,Senior,Yes,
S01527,22,Female,2.95,1200,431,3.37,Business,52500,Entry,No,
S01528,18,Male,3.07,989,382,2.25,Engineering,55000,Mid,No,
S01529,24,Male,3.54,1128,469,3.89,Mathematics,28800,Entry,No,
S01530,22,Female,3.32,1049,513,2.68,Mathematics,25000,Entry,No,
S01531,23,Female,2.82,1037,941,3.43,Arts,50800,Senior,No,
S01532,23,Female,3.79,1034,950,3.05,Law,37600,Mid,Yes,
S01533,25,Female,2.33,1356,946,2.45,Law,30600,Senior,No,
S01534,26,Male,3.99,1500,207,3.69,Law,25000,Mid,No,
S01535,19,Female,2.24,1393,647,3.64,Arts,39400,Entry,No,
S01536,26,Male,2.03,1426,447,2.79,Arts,73600,Entry,No,
S01537,29,Male,3.78,1232,783,3.18,Business,62900,Senior,No,
S01538,28,Male,2.49,1261,89,2.52,Law,72000,Entry,No,
S01539,27,Male,3.46,1073,195,3.38,Engineering,38900,Entry,No,
S01540,26,Male,3.62,1501,414,2.62,Arts,66100,Entry,No,
S01541,27,Female,3.72,1112,122,3.69,Engineering,68600,Entry,Yes,
S01542,27,Female,3.98,1242,462,2.43,Medicine,72300,Entry,No,
S01543,24,Male,2.59,960,116,2.03,Law,46200,Senior,No,
S01544,18,Male,3.42,960,196,2.54,Arts,42800,Entry,No,
S01545,24,Male,2.23,1577,36,2.38,Arts,48700,Senior,No,
S01546,27,Male,2.81,1423,67,3.02,Business,51400,Entry,No,
S01547,22,Female,3.7,1115,645,2.41,Engineering,30400,Entry,No,
S01548,23,Male,2.74,1488,281,3.53,Business,41400,Entry,No,
S01549,27,Female,3.18,1523,479,2.48,Business,66700,Mid,No,
S01550,24,Male,3.01,1477,11,3.41,Engineering,41600,Mid,No,
S01551,22,Other,3.29,1593,968,3.16,Medicine,51100,Mid,Yes,
S01552,24,Male,3.95,1322,730,3.97,Engineering,57100,Mid,No,
S01553,26,Female,2.11,1322,322,4,Medicine,68700,Entry,No,
S01554,20,Male,3.15,1270,668,3.74,Business,59100,Mid,No,
S01555,25,Female,3.73,1105,240,3.52,Medicine,64000,Mid,Yes,
S01556,19,Male,2.96,1185,60,2.77,Law,56500,Entry,No,
S01557,28,Male,2.16,1004,650,3.51,Medicine,54400,Mid,No,
S01558,24,Female,3.12,1587,562,3.91,Medicine,63100,Entry,No,
S01559,19,Female,2.66,1442,679,2.05,Arts,25000,Entry,Yes,
S01560,21,Female,2.31,1141,165,3.08,Arts,60600,Entry,No,
S01561,24,Female,3.7,1390,831,2.44,Mathematics,25000,Entry,No,
S01562,20,Female,3.04,1564,189,3.12,Business,42300,Mid,No,
S01563,19,Male,3.87,1397,487,2.93,Engineering,63400,Entry,No,
S01564,28,Male,3.61,1334,981,3.15,Medicine,47500,Entry,No,
S01565,27,Male,3.39,1383,92,3.1,Law,48900,Executive,No,
S01566,24,Female,2.01,1346,806,3.92,Arts,53600,Senior,No,
S01567,18,Male,2.86,1283,888,3.1,Engineering,77900,Senior,Yes,
S01568,25,Male,2.39,1409,289,3.69,Law,25000,Entry,No,
S01569,20,Female,3.82,1069,509,2.64,Medicine,39200,Mid,No,
S01570,29,Female,2.35,1222,75,2.88,Engineering,70900,Entry,No,
S01571,29,Male,2.57,1373,557,2.94,Mathematics,46200,Entry,Yes,
S01572,19,Male,3.03,1131,428,2.56,Law,47100,Mid,No,
S01573,20,Male,2.53,1595,385,2.76,Computer Science,60200,Mid,No,
S01574,22,Male,2.42,1258,53,3.2,Law,31300,Mid,No,
S01575,28,Male,3.2,1174,175,3.16,Law,63200,Senior,Yes,
S01576,25,Female,2.18,931,673,3.27,Medicine,44500,Mid,Yes,
S01577,27,Female,2.12,1076,579,2.7,Engineering,47500,Senior,Yes,
S01578,24,Female,2.74,964,474,2.63,Medicine,37800,Senior,No,
S01579,24,Male,3.44,926,911,3.22,Medicine,57600,Mid,No,
S01580,29,Female,3.11,1562,361,2.27,Computer Science,45300,Entry,No,
S01581,24,Male,2.85,1378,270,2.51,Mathematics,54100,Entry,No,
S01582,25,Male,3.13,1167,407,2.08,Law,44400,Entry,No,
S01583,18,Female,2.73,1496,124,2.15,Engineering,49400,Entry,No,
S01584,21,Male,3.87,965,694,2.49,Mathematics,41600,Mid,Yes,
S01585,23,Male,2.11,1032,376,2.04,Business,44800,Entry,Yes,
S01586,26,Female,3.35,1265,392,2.49,Arts,37100,Senior,No,
S01587,19,Male,3.78,981,182,3.31,Mathematics,35100,Mid,No,
S01588,18,Female,3.61,1227,36,2.12,Medicine,76300,Entry,No,
S01589,27,Male,2.37,997,212,2.87,Medicine,52800,Entry,Yes,
S01590,29,Female,2.59,1484,896,3.83,Medicine,25000,Entry,Yes,
S01591,19,Male,3.43,1226,948,3.58,Medicine,48200,Entry,No,
S01592,24,Male,2.17,1441,134,2.61,Arts,64800,Entry,No,
S01593,20,Female,3.62,1024,865,3.85,Business,25000,Senior,No,
S01594,27,Male,3.44,1109,924,2.66,Computer Science,58400,Mid,No,
S01595,19,Male,3.46,1032,690,2.15,Business,49100,Entry,Yes,
S01596,28,Male,2.2,1402,678,3.99,Arts,25000,Entry,No,
S01597,24,Male,3.44,1056,926,3.74,Engineering,40400,Mid,No,
S01598,19,Male,3.36,1458,491,2.93,Computer Science,46700,Mid,No,
S01599,20,Male,3.66,1281,849,3.33,Computer Science,30700,Mid,Yes,
S01600,28,Female,2.08,921,841,3.34,Engineering,38500,Entry,Yes,
S01601,24,Male,2.05,1494,988,2.39,Law,53400,Executive,No,
S01602,21,Female,2.75,1318,438,2.4,Medicine,53500,Mid,No,
S01603,18,Male,2.3,1371,839,2.94,Arts,56500,Entry,No,
S01604,22,Male,3.12,1133,46,3.82,Engineering,39900,Entry,Yes,
S01605,29,Female,3.83,1471,668,2.02,Business,66200,Entry,No,
S01606,26,Male,2.78,1353,401,3.57,Business,47800,Entry,No,
S01607,25,Other,3.69,1599,488,2.12,Law,43400,Mid,No,
S01608,29,Male,2,1469,432,2.96,Engineering,46400,Entry,No,
S01609,26,Female,2.34,1061,428,3.28,Arts,55200,Senior,No,
S01610,27,Female,2.06,1200,748,3.37,Law,54300,Entry,No,
S01611,26,Female,2.66,1205,828,2.12,Law,43000,Senior,No,
S01612,24,Female,3.82,901,572,2.84,Law,64000,Mid,Yes,
S01613,21,Female,2.19,1170,517,3.17,Computer Science,46700,Entry,No,
S01614,22,Male,3.21,1320,965,2.13,Computer Science,60100,Entry,Yes,
S01615,18,Male,2.9,1042,462,2.27,Medicine,70400,Senior,No,
S01616,18,Female,3.88,1599,966,3.33,Arts,42300,Entry,No,
S01617,20,Male,2.25,1591,903,3.04,Business,44100,Entry,Yes,
S01618,25,Male,2.42,1434,181,2.32,Business,33100,Senior,No,
S01619,19,Female,2.06,936,145,3.07,Medicine,35800,Executive,No,
S01620,21,Male,2.87,1006,827,3.83,Business,60000,Senior,No,
S01621,19,Female,2.56,1196,265,2.03,Law,59800,Mid,No,
S01622,22,Female,3.74,996,735,3.29,Medicine,25000,Entry,No,
S01623,26,Female,3.21,1180,406,2.15,Medicine,34500,Entry,No,
S01624,18,Female,3.23,1009,813,2.01,Engineering,70600,Mid,No,
S01625,22,Male,3.06,1448,969,2.3,Computer Science,37200,Entry,No,
S01626,26,Male,2.18,1451,955,2.85,Arts,46000,Entry,No,
S01627,18,Male,2.89,1496,848,3.6,Arts,50500,Mid,No,
S01628,26,Male,4,1087,484,2.56,Computer Science,52300,Entry,Yes,
S01629,25,Female,3.67,1387,482,3.25,Law,28000,Mid,No,
S01630,21,Female,3.79,1253,237,2.82,Arts,52300,Entry,Yes,
S01631,29,Male,3.65,918,525,2.47,Business,25000,Entry,No,
S01632,28,Male,2.21,1292,339,3.03,Business,40100,Mid,No,
S01633,27,Other,2.45,1160,268,3.59,Arts,44500,Mid,No,
S01634,22,Male,2.01,1309,932,3.66,Mathematics,25400,Entry,No,
S01635,22,Female,2.61,1302,266,3.69,Mathematics,59800,Senior,No,
S01636,28,Male,2.22,1569,528,2.68,Engineering,36200,Entry,No,
S01637,29,Female,2.95,1383,92,3.59,Arts,75000,Entry,No,
S01638,23,Female,3.35,1203,248,2.42,Medicine,56100,Mid,No,
S01639,24,Female,3.75,1523,19,3.48,Law,46200,Entry,No,
S01640,25,Female,3.5,1555,872,3.9,Medicine,60900,Mid,No,
S01641,25,Male,3.88,917,390,2.03,Computer Science,25000,Mid,No,
S01642,28,Male,2.11,1083,388,2.88,Law,52600,Mid,No,
S01643,19,Female,2.02,1304,926,3.3,Law,31000,Senior,No,
S01644,26,Male,3.32,1030,615,3.4,Business,62100,Senior,Yes,
S01645,24,Female,2.58,1378,95,2.35,Law,43100,Executive,No,
S01646,21,Female,2.51,907,430,3.94,Engineering,25000,Mid,No,
S01647,21,Female,2.66,1217,795,3.23,Arts,29300,Entry,No,
S01648,28,Female,2.54,1290,941,2.33,Medicine,49900,Entry,No,
S01649,25,Female,3.02,1418,725,2.04,Business,55000,Entry,Yes,
S01650,21,Female,2.88,1035,37,3.57,Mathematics,26400,Entry,No,
S01651,23,Male,3.02,1430,393,2.16,Business,25000,Mid,No,
S01652,22,Male,3.35,1550,573,2.28,Engineering,43400,Mid,No,
S01653,20,Male,2.77,1266,291,3.15,Engineering,73900,Entry,No,
S01654,27,Female,2.5,1388,874,3.21,Engineering,41800,Senior,Yes,
S01655,28,Male,2.33,1588,303,3.37,Engineering,53200,Mid,No,
S01656,19,Female,2.7,910,756,2.79,Mathematics,25000,Entry,Yes,
S01657,26,Male,3.48,1452,917,3.55,Medicine,90400,Entry,No,
S01658,27,Female,3.51,1345,401,3.95,Engineering,33300,Entry,No,
S01659,26,Male,3.33,1013,823,2.54,Business,51300,Entry,No,
S01660,18,Female,2.47,1591,344,3.41,Business,25000,Senior,No,
S01661,27,Female,3.18,1095,863,3.86,Mathematics,56000,Mid,Yes,
S01662,20,Male,3.14,1222,518,3.37,Law,40900,Entry,No,
S01663,25,Male,2.97,1411,377,3.36,Arts,53400,Entry,No,
S01664,23,Female,3.1,1527,931,2.45,Business,45400,Mid,No,
S01665,22,Female,2.98,1561,818,3.07,Business,57000,Senior,No,
S01666,22,Male,3.13,1529,165,3.13,Mathematics,65500,Entry,No,
S01667,23,Other,3.43,1064,13,3.4,Medicine,28700,Mid,No,
S01668,24,Female,2.22,1151,25,3.99,Law,74800,Senior,No,
S01669,18,Female,3.5,943,736,2.07,Business,39100,Mid,Yes,
S01670,26,Male,2.27,1369,123,2.13,Computer Science,56600,Senior,No,
S01671,20,Male,2.13,1388,129,2.16,Business,36500,Entry,No,
S01672,21,Female,3.95,1080,817,3.49,Arts,51700,Mid,No,
S01673,27,Female,3.91,976,634,2.27,Arts,44200,Entry,Yes,
S01674,18,Female,2.12,1273,547,3.24,Law,79600,Mid,Yes,
S01675,28,Male,2.89,1527,595,2.65,Law,38200,Entry,No,
S01676,27,Male,2.37,966,309,2.91,Engineering,73900,Mid,No,
S01677,20,Male,2.97,1424,436,2.43,Medicine,34700,Entry,No,
S01678,19,Male,3.66,991,182,3.73,Arts,73900,Mid,No,
S01679,19,Male,3.9,1550,588,3.17,Computer Science,64600,Mid,No,
S01680,18,Male,3.27,1143,616,3.89,Computer Science,44300,Senior,No,
S01681,25,Other,2.71,1240,744,3.15,Engineering,47300,Mid,No,
S01682,20,Male,3.21,1203,815,2.25,Medicine,52300,Mid,Yes,
S01683,20,Female,2.62,1297,43,2.34,Medicine,50000,Mid,No,
S01684,23,Female,3.82,1347,404,3.98,Law,56000,Entry,No,
S01685,25,Female,3.74,996,929,3.45,Business,51700,Mid,No,
S01686,26,Male,3.12,1230,605,2.1,Computer Science,34900,Mid,No,
S01687,26,Female,2.65,1104,656,3.41,Computer Science,42000,Entry,No,
S01688,21,Female,2.59,1348,766,2.82,Mathematics,54200,Executive,No,
S01689,22,Female,2.07,1317,590,2.61,Computer Science,33800,Entry,No,
S01690,19,Female,3.63,1548,263,2.31,Computer Science,42000,Entry,No,
S01691,28,Other,2.9,976,70,3.68,Mathematics,57900,Entry,No,
S01692,26,Female,2.65,1448,661,2.13,Arts,53600,Entry,No,
S01693,25,Male,2.94,1324,292,2.58,Medicine,45600,Entry,No,
S01694,20,Female,3.64,1328,214,2.61,Business,65200,Entry,No,
S01695,28,Male,2.25,1384,872,2.32,Arts,64500,Entry,No,
S01696,29,Female,3.72,1034,822,3.02,Medicine,41100,Mid,Yes,
S01697,26,Male,3.8,1553,147,2.02,Engineering,59900,Entry,No,
S01698,20,Male,3.89,1153,25,2.6,Computer Science,36500,Mid,No,
S01699,26,Female,2.79,1459,323,3.87,Business,53900,Entry,No,
S01700,19,Female,2.43,1154,996,2.62,Medicine,53700,Senior,No,
S01701,29,Male,2.75,1545,109,2.72,Engineering,50000,Senior,No,
S01702,27,Male,2.67,1398,693,2.95,Computer Science,46000,Entry,No,
S01703,26,Female,2.35,1512,251,3.12,Engineering,50800,Mid,No,
S01704,25,Male,3.21,1383,482,3.62,Mathematics,49800,Mid,No,
S01705,26,Female,2.95,945,715,2.38,Engineering,25000,Entry,No,
S01706,22,Male,3.73,1342,816,3.74,Arts,70700,Entry,Yes,
S01707,28,Female,2.06,1481,682,3.52,Engineering,59400,Mid,No,
S01708,28,Female,3.29,1547,175,3.45,Arts,43100,Entry,No,
S01709,19,Male,3.53,1478,347,2.17,Law,64200,Senior,No,
S01710,25,Male,3.52,903,170,2.04,Arts,42200,Executive,No,
S01711,29,Male,3.77,900,2,3.19,Mathematics,25000,Entry,Yes,
S01712,23,Female,3.46,1189,646,3.73,Mathematics,55000,Mid,No,
S01713,25,Female,3.86,1008,639,3.17,Engineering,25900,Mid,Yes,
S01714,28,Female,2.67,1474,558,2.43,Medicine,29900,Senior,No,
S01715,22,Male,3.01,1359,706,2.18,Engineering,33700,Mid,No,
S01716,27,Male,2.03,1165,362,3.4,Engineering,51400,Mid,No,
S01717,19,Male,2.01,1037,721,3.44,Medicine,52500,Mid,No,
S01718,23,Male,2.48,1333,296,2.35,Computer Science,65800,Entry,No,
S01719,22,Female,2.2,943,570,2.06,Business,31500,Executive,No,
S01720,29,Female,2.52,1409,590,2.82,Law,39000,Entry,No,
S01721,29,Female,2.35,1161,202,3.17,Computer Science,69200,Entry,Yes,
S01722,22,Male,2.06,1532,289,3.41,Engineering,57800,Entry,Yes,
S01723,18,Female,3.82,1051,62,3.62,Computer Science,54600,Entry,No,
S01724,19,Female,2.02,1112,502,3.22,Business,49400,Mid,No,
S01725,25,Female,3.47,1133,780,2.22,Mathematics,56000,Entry,No,
S01726,20,Female,2.3,1522,126,3.37,Computer Science,50400,Entry,No,
S01727,27,Male,3.82,1260,992,3.97,Business,51500,Entry,No,
S01728,20,Male,3.79,1219,49,3.81,Computer Science,56900,Entry,No,
S01729,25,Female,3.31,1121,600,3.74,Arts,36300,Entry,Yes,
S01730,25,Male,3.34,1109,846,2.6,Engineering,52800,Senior,No,
S01731,19,Male,2.01,1295,773,3.5,Business,25000,Mid,No,
S01732,25,Female,3.97,1482,179,3.7,Law,50100,Entry,Yes,
S01733,28,Female,3.76,1388,581,3.36,Engineering,42500,Entry,No,
S01734,18,Female,3.79,1500,879,2.5,Arts,62200,Senior,No,
S01735,23,Male,3.32,1363,928,3.91,Mathematics,29000,Entry,Yes,
S01736,25,Male,2.69,1599,493,2.9,Computer Science,52900,Entry,Yes,
S01737,20,Female,3.79,1523,433,2.26,Engineering,59300,Senior,No,
S01738,25,Other,2.58,1351,993,2.22,Computer Science,61200,Entry,No,
S01739,29,Female,3.13,1312,572,3.3,Computer Science,40200,Mid,No,
S01740,18,Female,2.2,1375,302,2.88,Engineering,44700,Entry,No,
S01741,28,Female,3.84,1155,964,2.19,Business,56200,Senior,No,
S01742,28,Female,2.28,1049,761,3.48,Business,32700,Entry,No,
S01743,26,Male,2.45,1026,990,3.6,Engineering,43300,Executive,No,
S01744,28,Female,3.12,1291,169,3.45,Business,36900,Mid,No,
S01745,26,Female,3.53,1379,977,2.4,Medicine,25000,Entry,No,
S01746,22,Female,3.24,1296,963,3.38,Computer Science,72000,Mid,No,
S01747,27,Female,2.46,1301,269,2.02,Engineering,50400,Senior,No,
S01748,21,Female,2,1173,364,2.61,Law,34300,Entry,Yes,
S01749,28,Male,3.51,1038,624,2.8,Arts,25000,Senior,No,
S01750,23,Female,3.97,1002,100,3.67,Mathematics,54800,Entry,No,
S01751,29,Male,3.62,1141,914,2.78,Engineering,26500,Entry,No,
S01752,24,Female,2.92,1016,215,2.02,Engineering,40000,Entry,No,
S01753,22,Male,3.81,1113,995,2.7,Computer Science,49300,Senior,No,
S01754,28,Male,2.82,1383,625,3,Arts,31400,Executive,No,
S01755,27,Male,3.05,1428,97,3.9,Computer Science,74800,Senior,No,
S01756,26,Female,2.95,1590,819,3.88,Law,34600,Entry,No,
S01757,20,Male,2.9,1123,630,2.36,Mathematics,31400,Executive,No,
S01758,24,Male,3.55,1169,548,2.37,Business,53400,Entry,No,
S01759,27,Female,3.05,1033,337,2.33,Engineering,44700,Entry,No,
S01760,27,Male,2.63,1013,359,3.58,Computer Science,79000,Entry,No,
S01761,28,Female,2.52,1340,290,2.01,Mathematics,71100,Executive,Yes,
S01762,22,Female,2.08,1543,396,2.25,Law,72500,Mid,No,
S01763,24,Female,3.17,1550,901,3.08,Law,58200,Entry,No,
S01764,19,Male,2.46,1264,816,2.5,Mathematics,60100,Mid,No,
S01765,21,Female,2.3,1131,360,2.18,Medicine,44400,Entry,No,
S01766,19,Male,3.31,1357,347,2.72,Engineering,60100,Entry,No,
S01767,29,Male,3.36,1274,124,2.55,Law,40100,Entry,No,
S01768,24,Male,3.5,1503,552,3.02,Mathematics,48000,Entry,No,
S01769,19,Female,3.01,1510,653,3.96,Business,29200,Entry,Yes,
S01770,28,Male,3.79,1106,538,2.25,Computer Science,43400,Mid,No,
S01771,18,Female,3.87,1419,654,2.75,Computer Science,58400,Entry,Yes,
S01772,26,Female,3.61,1367,864,3.86,Medicine,66400,Mid,No,
S01773,18,Female,3.27,1342,907,3.75,Business,56800,Mid,No,
S01774,25,Male,2.61,1220,422,2.79,Law,70600,Mid,No,
S01775,19,Other,3.97,992,336,3.4,Mathematics,28700,Entry,No,
